Unnamed: 0,Name,Transaction.Date,Owner,Ticker,Asset.Name,Asset.Type,Type,Amount,Comment,Sector
2341, Gary C Peters,6/5/2018,Self,--,"HUMANA INC NTS B/E 03.950% 031527 DTD031617
Rate/Coupon: 03.950%
Matures: 03/15/2027",Corporate Bond,Purchase,1001.0,--,Unknown
2342, Gary C Peters,6/27/2018,Self,--,"AMARILLO TEX GO BDS2018
Rate/Coupon: 3.50%
Matures: 02/15/2039",Municipal Security,Purchase,1001.0,--,Unknown
2343, Gary C Peters,5/23/2018,Self,--,"MASON MICH PUB SCHS DIST SCH BLDG AND SITE BDS 2018-1 MICHIGAN SCHOOL BOND LOAN FUND (Q-SBLF) DUE 05/01/2038
Rate/Coupon: 3.375%
Matures: 05/01/2038",Municipal Security,Purchase,1001.0,--,Unknown
3976, David A Perdue Jr,5/12/2015,Joint,CMCSK,Comcast Corporation (NASDAQ),Stock,Sale (Full),15001.0,--,Unknown
2345, Gary C Peters,5/23/2018,Self,--,"GENERAL ELEC CAP CORP 04.050% 021527 DTD022412
Rate/Coupon: 04.050%
Matures: 02/15/27",Corporate Bond,Purchase,1001.0,--,Unknown
2346, Gary C Peters,6/5/2018,Self,--,"NORDSTROM INC B/E 04.000% 031527 DTD030917
Rate/Coupon: 04.000%
Matures: 03/15/27",Corporate Bond,Purchase,1001.0,--,Unknown
3977, David A Perdue Jr,5/11/2015,Joint,FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",Stock,Purchase,1001.0,--,Communication Services
3978, David A Perdue Jr,5/11/2015,Joint,CMCSK,Comcast Corporation (NASDAQ),Stock,Sale (Partial),1001.0,--,Unknown
3979, David A Perdue Jr,5/6/2015,Joint,SYY,Sysco Corporation (NYSE),Stock,Purchase,15001.0,--,Consumer Defensive
3980, David A Perdue Jr,4/2/2015,Joint,MSFT,Microsoft Corporation (NASDAQ),Stock,Sale (Partial),1001.0,--,Technology
2351, Gary C Peters,11/25/2015,Self,--,"E I DU PONT DE NEMOURS
Rate/Coupon: 2.800%
Matures: 02/15/2023",Corporate Bond,Purchase,1001.0,--,Unknown
2352, Gary C Peters,11/24/2015,Self,--,"BOEING CO B/E
Rate/Coupon: 1.650%
Matures: 10/30/2020",Corporate Bond,Purchase,1001.0,--,Unknown
2353, Gary C Peters,11/24/2015,Self,--,"TEXAS INSTRUMENTS INC
Rate/Coupon: 1.750%
Matures: 05/01/2020",Corporate Bond,Purchase,1001.0,--,Unknown
3981, David A Perdue Jr,4/2/2015,Joint,KO,The Coca-Cola Company (NYSE),Stock,Purchase,1001.0,--,Consumer Defensive
2355, Gary C Peters,11/24/2015,Self,--,"PLYMOUTH-CANTON MICH CMNTY SCH DIST SCH BLDG & SITE-SER B
Rate/Coupon: 3.25%
Matures: 05/01/2030",Municipal Security,Purchase,15001.0,--,Unknown
2356, Gary C Peters,6/13/2019,Self,--,"CLEVELAND OHIO GO VAR PURP BDS 2019A DUE 12/01/2043
Rate/Coupon: 3.00%
Matures: 12/01/2043",Municipal Security,Purchase,1001.0,--,Unknown
2357, Gary C Peters,6/6/2019,Self,--,"BRIGHTHOUSE FINL INC NTS 03.700% 062227 DTD 122217
Rate/Coupon: 03.700%
Matures: 06/22/2027",Corporate Bond,Purchase,1001.0,--,Unknown
3982, David A Perdue Jr,4/2/2015,Joint,JNJ,Johnson & Johnson (NYSE),Stock,Purchase,1001.0,--,Healthcare
3983, David A Perdue Jr,4/2/2015,Joint,FOXA,"Twenty-First Century Fox, Inc. (NASDAQ)",Stock,Sale (Partial),1001.0,--,Communication Services
3984, David A Perdue Jr,4/2/2015,Joint,AVP,Avon Products Inc. (NYSE),Stock,Purchase,1001.0,--,Unknown
3985, David A Perdue Jr,4/2/2015,Joint,FOX,"Twenty-First Century Fox, Inc. (NASDAQ)",Stock,Purchase,15001.0,--,Communication Services
3986, David A Perdue Jr,4/2/2015,Joint,PG,The Procter & Gamble Company (NYSE),Stock,Purchase,1001.0,--,Consumer Defensive
3987, David A Perdue Jr,4/2/2015,Joint,SYY,Sysco Corporation (NYSE),Stock,Purchase,1001.0,--,Consumer Defensive
3988, David A Perdue Jr,1/22/2015,Joint,BCR,CR Bard Inc. (NYSE),Stock,Sale (Partial),1001.0,--,Unknown
3989, David A Perdue Jr,1/15/2015,Joint,CLX,The Clorox Company (NYSE),Stock,Sale (Partial),1001.0,--,Consumer Defensive
3990, David A Perdue Jr,5/20/2015,Joint,CL,Colgate-Palmolive Co. (NYSE),Stock,Sale (Full),15001.0,--,Consumer Defensive
3991, David A Perdue Jr,5/20/2015,Joint,RF,Regions Financial Corporation (NYSE),Stock,Purchase,15001.0,--,Financial Services
2368, Gary C Peters,3/2/2016,Self,--,"CIGNA CORP B/E
Rate/Coupon: 3.250%
Matures: 04/15/2025",Corporate Bond,Purchase,1001.0,--,Unknown
2369, Gary C Peters,3/2/2016,Self,--,"LINCOLN NATL CORP B/E
Rate/Coupon: 3.350%
Matures: 03/09/2025",Corporate Bond,Purchase,1001.0,--,Unknown
2370, Gary C Peters,3/2/2016,Self,--,"CARMAN-AINSWORTH CMNTY SCH DIST MICH RFDG
Rate/Coupon: 3.00%
Matures: 05/01/2027",Municipal Security,Purchase,1001.0,--,Unknown
2371, Gary C Peters,4/19/2017,Self,--,"MASSACHUSETTS ST FOR ISSUES DTD PRIOR TO 11/06/2014 SEE 57582P ETC CONS LN-SER E
Rate/Coupon: 3.25%
Matures: 09/01/2038",Municipal Security,Purchase,15001.0,--,Unknown
2372, Gary C Peters,4/13/2017,Self,--,"SPOKANE WASH
Rate/Coupon: 3.00%
Matures: 12/01/2032",Municipal Security,Purchase,1001.0,--,Unknown
3992, David A Perdue Jr,3/25/2015,Joint,SPY,SPDR S&P 500 ETF Trust (NYSEArca),Stock,Sale (Full),15001.0,--,Unknown
2374, Gary C Peters,10/17/2016,Self,--,"VICTORIA TX ISD 2016 PERMA OID97.488 BE/R/
Rate/Coupon: 3.125
Matures: 02/15/2038",Municipal Security,Purchase,15001.0,--,Unknown
2375, Gary C Peters,10/20/2016,Self,--,"Connecticut St For Issues
Rate/Coupon: 3.375
Matures: 10/15/2036",Municipal Security,Purchase,1001.0,--,Unknown
2376, Gary C Peters,10/25/2016,Self,--,"Maricopa County Ariz INDL DEV
Rate/Coupon: 3.25
Matures: 01/01/2037",Municipal Security,Purchase,1001.0,--,Unknown
2377, Gary C Peters,10/25/2016,Self,--,"Philadelphia PA WTR & WASTEWTR
Rate/Coupon: 3.125
Matures: 10/01/2035",Municipal Security,Purchase,1001.0,--,Unknown
2378, Gary C Peters,4/30/2018,Self,--,"MEMPHIS TENN GEN IMPT BDS 2018
Rate/Coupon: 3.50%
Matures: 06/01/2037",Municipal Security,Purchase,1001.0,--,Unknown
2379, Gary C Peters,4/30/2018,Self,--,"MILLTOWN NJ GO BDS 2018 A B C
Rate/Coupon: 3.00%
Matures: 05/01/2028",Municipal Security,Purchase,15001.0,--,Unknown
3993, David A Perdue Jr,3/11/2015,Joint,CAT,Caterpillar Inc. (NYSE),Stock,Sale (Full),15001.0,--,Industrials
2381, Gary C Peters,4/26/2018,Self,--,"GENL MILLS INC NTS B/E 04.000% 041725 DTD041718
Rate/Coupon: 4.000%
Matures: 04/17/2025",Corporate Bond,Purchase,1001.0,--,Unknown
2382, Gary C Peters,4/26/2018,Self,--,"WP CAREY INC B/E 04.250% 100126 DTD091216
Rate/Coupon: 4.250%
Matures: 10/01/2026",Corporate Bond,Purchase,1001.0,--,Unknown
3994, David A Perdue Jr,2/24/2015,Joint,FEZ,SPDR EURO STOXX 50 ETF,Stock,Sale (Full),15001.0,--,Unknown
3995, David A Perdue Jr,2/23/2015,Joint,BA,The Boeing Company (NYSE),Stock,Sale (Full),15001.0,--,Industrials
2385, Gary C Peters,10/24/2018,Self,--,"LEXINGTON-FAYETTE URBAN CNTY GOVT KY GO VAR PURP GO BDS 2018A DUE 10/01/2036
Rate/Coupon: 3.50%
Matures: 10/01/2036",Municipal Security,Purchase,1001.0,--,Unknown
2386, Gary C Peters,10/24/2018,Self,--,"MADISON ALA GO SCH WTS 2018 D DUE 02/01/2034
Rate/Coupon: 3.625%
Matures: 02/01/2034",Municipal Security,Purchase,1001.0,--,Unknown
2387, Gary C Peters,11/9/2018,Self,--,"MARSH & MCLENNAN COS INC 03.500% 060324 DTD053014
Rate/Coupon: 03.500%
Matures: 06/03/2024",Corporate Bond,Purchase,1001.0,--,Unknown
3996, David A Perdue Jr,4/8/2019,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),1001.0,--,Communication Services
2389, Gary C Peters,11/9/2018,Self,--,"WARRINGTON TWP PA GO BDS 2014 DUE 12/01/2029
Rate/Coupon: 3.125%
Matures: 12/01/2029",Municipal Security,Purchase,1001.0,--,Unknown
2390, Gary C Peters,8/24/2016,Self,--,"Lloyds TSB BK PLC
Rate/Coupon: 2.80%
Matures: 11/29/2024",Corporate Bond,Purchase,1001.0,--,Unknown
2391, Gary C Peters,8/29/2016,Self,--,"Ford Motor Credit Co. LLC
Rate/Coupon: 3.30%
Matures: 09/20/26",Corporate Bond,Purchase,15001.0,--,Unknown
3997, David A Perdue Jr,4/8/2019,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001.0,--,Unknown
3998, David A Perdue Jr,4/8/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),1001.0,--,Industrials
2394, Gary C Peters,7/5/2016,Self,--,"WEST MIFFLIN PA RFDG
Rate/Coupon: 2.875%
Matures: 10/01/2035",Municipal Security,Purchase,1001.0,--,Unknown
2395, Gary C Peters,8/22/2018,Self,--,"HEALTHCARE REALY TR INC 03.875% 050125 DTD042415
Rate/Coupon: 03.875%
Matures: 05/01/2025",Corporate Bond,Purchase,1001.0,--,Unknown
2396, Gary C Peters,8/23/2017,Self,--,"MULTNOMAH CNTY ORE SCH DIST NO 1J PORTLAND PORTLAND PUB SCHS-SER B OREGON SCHOOL BOND GUARANTEE PROG
Rate/Coupon: 3.00%
Matures: 06/15/2037",Municipal Security,Purchase,1001.0,--,Unknown
3999, David A Perdue Jr,4/8/2019,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),15001.0,--,Technology
2398, Gary C Peters,9/11/2017,Self,--,"DISCOVER FINL SVCS NTS
Rate/Coupon: 3.050%
Matures: 09/15/2023",Corporate Bond,Purchase,1001.0,--,Unknown
2399, Gary C Peters,7/7/2021,Self,--,"FORD MOTOR CRDT CO LLC 02.550% 072026 DTD070121
Rate/Coupon: 02.550%
Matures: 07/02/2026",Corporate Bond,Purchase,15001.0,--,Unknown
4000, David A Perdue Jr,4/8/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,1001.0,--,Industrials
2401, Gary C Peters,1/17/2018,Self,--,"BANK OF AMER CORP 03.248% 102127 DTD102116
Rate/Coupon: 03.248%
Matures: 10/21/2027",Corporate Bond,Purchase,1001.0,--,Unknown
2402, Gary C Peters,1/17/2018,Self,--,"GATX CORP B/E 03.500% 031528 DTD110217
Rate/Coupon: 03.500%
Matures: 03/15/2028",Corporate Bond,Purchase,15001.0,--,Unknown
2403, Gary C Peters,1/9/2018,Self,--,"DEARBORN MICH
Rate/Coupon: 3.00%
Matures: 04/01/2036",Municipal Security,Purchase,1001.0,--,Unknown
2404, Gary C Peters,1/5/2018,Self,--,"MICHIGAN FIN AUTH REV FOR ISSUES DTD PRIOR TO 03/31/15 SEE 59447P HOSP REF BDS TRINITY HLTH CREDIT GROUP 2017 A-MI
Rate/Coupon: 3.125%
Matures: 12/01/2035",Municipal Security,Purchase,1001.0,--,Unknown
4001, David A Perdue Jr,4/8/2019,Joint,AAPL,Apple Inc.,Stock,Sale (Partial),15001.0,--,Technology
2406, Gary C Peters,11/19/2019,Self,--,"SIMON PPTY GROUP LP B/E 02.450% 091329 DTD091319
Rate/Coupon: 02.450%
Matures: 09/13/29",Corporate Bond,Purchase,1001.0,--,Unknown
4002, David A Perdue Jr,4/9/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,1001.0,--,Industrials
4003, David A Perdue Jr,4/9/2019,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001.0,--,Unknown
2409, Gary C Peters,5/11/2015,Self,SLY,"SPDR S&P 600 Small Cap ETF (NYSEArca)
Description: ETF",Other Securities,Purchase,1001.0,--,Unknown
4004, David A Perdue Jr,4/10/2019,Joint,EMR,Emerson Electric Co.,Stock,Sale (Partial),15001.0,--,Industrials
4005, David A Perdue Jr,4/10/2019,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001.0,--,Unknown
4006, David A Perdue Jr,4/10/2019,Joint,DIS,The Walt Disney Company,Stock,Sale (Partial),1001.0,--,Communication Services
2413, Gary C Peters,4/26/2017,Self,--,"GUILFORD CNTY N C RFDG PUB IMPT-SER B
Rate/Coupon: 3.125%
Matures: 05/01/2035",Municipal Security,Purchase,1001.0,--,Unknown
2414, Gary C Peters,4/26/2017,Self,--,"TURLOCK CALIF UNI SCH DIST
Rate/Coupon: 3.50%
Matures: 08/01/2039",Municipal Security,Purchase,15001.0,--,Unknown
2415, Gary C Peters,5/2/2017,Self,--,"MIAMI-DADE CNTY FLA SCH DIST
Rate/Coupon: 3.25%
Matures: 03/15/2033",Municipal Security,Purchase,15001.0,--,Unknown
4007, David A Perdue Jr,4/10/2019,Joint,MRK,"Merck & Co., Inc.",Stock,Sale (Partial),15001.0,--,Healthcare
4008, David A Perdue Jr,4/11/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),1001.0,--,Industrials
2418, Gary C Peters,1/4/2019,Self,--,"ANHEUSER-BUSCH INBEV 04.000% 041328 DTD040418
Rate/Coupon: 04.000%
Matures: 04/13/2028",Corporate Bond,Purchase,1001.0,--,Unknown
2419, Gary C Peters,1/4/2019,Self,--,"NUCOR CORP NTS B/E 03.950% 050128 DTD042618
Rate/Coupon: 03.950%
Matures: 05/01/2028",Corporate Bond,Purchase,1001.0,--,Unknown
2420, Gary C Peters,9/30/2016,Self,VZ,"Verizon Communications Inc.
Rate/Coupon: 2.625%
Matures: 08/15/26",Corporate Bond,Purchase,1001.0,--,Communication Services
2421, Gary C Peters,2/1/2019,Self,--,"HONOLULU HAWAII CITY & CNTY GO BDS A DUE 10/01/2041
Rate/Coupon: 3.00%
Matures: 10/01/2041",Municipal Security,Purchase,1001.0,--,Unknown
2422, Gary C Peters,2/18/2020,Self,--,"ALLY FINL INC NTS B/E 02.200% 021525 DTD022120
Rate/Coupon: 02.200%
Matures: 02/15/2025",Corporate Bond,Purchase,1001.0,--,Unknown
4009, David A Perdue Jr,4/11/2019,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001.0,--,Unknown
4010, David A Perdue Jr,4/12/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),1001.0,--,Industrials
4011, David A Perdue Jr,4/12/2019,Joint,FDC,First Data Corporation,Stock,Sale (Partial),1001.0,--,Unknown
4012, David A Perdue Jr,4/15/2019,Joint,TRP,TransCanada Corporation,Stock,Sale (Partial),1001.0,--,Energy
2427, Gary C Peters,4/15/2015,Self,--,"Berkeley Cnty SC SD SR A RV BE/R/
Rate/Coupon: 3
Matures: 12/01/2028",Municipal Security,Purchase,1001.0,--,Unknown
2428, Gary C Peters,4/15/2015,Self,--,"Sault Ste. Marie MI Build OID98.749 BE/R/
Rate/Coupon: 3.00%
Matures: 04/01/2031",Municipal Security,Purchase,1001.0,--,Unknown
2429, Gary C Peters,4/15/2015,Self,--,"Sonoma Valley CA UNI 2015 BE/R/
Rate/Coupon: 3.125%
Matures: 08/01/2033",Municipal Security,Purchase,1001.0,--,Unknown
4013, David A Perdue Jr,4/15/2019,Joint,FDC,First Data Corporation,Stock,Sale (Full),15001.0,--,Unknown
4014, David A Perdue Jr,4/16/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),15001.0,--,Technology
2432, Gary C Peters,8/1/2016,Self,--,"Sunoco Logistics NTS B/E
Rate/Coupon: 3.450%
Matures: 01/15/2023",Corporate Bond,Purchase,1001.0,--,Unknown
4015, David A Perdue Jr,4/16/2019,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),1001.0,--,Communication Services
4016, David A Perdue Jr,4/16/2019,Joint,WMB,"The Williams Companies, Inc.",Stock,Sale (Partial),1001.0,--,Energy
4017, David A Perdue Jr,4/17/2019,Joint,TRP,TransCanada Corporation,Stock,Sale (Partial),1001.0,--,Energy
4018, David A Perdue Jr,4/17/2019,Joint,TRP,TransCanada Corporation,Stock,Sale (Partial),1001.0,--,Energy
4019, David A Perdue Jr,4/17/2019,Joint,TRP,TransCanada Corporation,Stock,Sale (Partial),1001.0,--,Energy
2438, Gary C Peters,11/15/2017,Self,--,"PACIFIC GAS & ELEC B/E 02.950% 030126 DTD030116
Rate/Coupon: 2.950%
Matures: 03/01/2026",Corporate Bond,Purchase,15001.0,--,Unknown
2439, Gary C Peters,5/3/2016,Self,--,"CHIPPEWA OHIO LOC SCH DIST CLASSROOM FACS & SCH IMPT-SER 1 OHIO ST AID INTERCEPT PROG
Rate/Coupon: 3.00%
Matures: 11/01/2042",Municipal Security,Purchase,1001.0,--,Unknown
2440, Gary C Peters,4/24/2019,Self,--,"LEGGETT & PLATT INC B/E
Rate/Coupon: 03.500%
Matures: 11/15/2027",Corporate Bond,Purchase,15001.0,--,Unknown
2441, Gary C Peters,4/25/2019,Self,--,"OAK GROVE CALIF SCH DIST GO BDS C
Rate/Coupon: 3.00%
Matures: 08/01/2040",Municipal Security,Purchase,1001.0,--,Unknown
4020, David A Perdue Jr,4/18/2019,Joint,TRP,TransCanada Corporation,Stock,Sale (Full),1001.0,--,Energy
4021, David A Perdue Jr,4/22/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),1001.0,--,Technology
2444, Gary C Peters,5/2/2019,Self,--,"VIRGINIA COMWLTH TRANSN BRD TRANSN REV CAP PROJ REV BDS 2016
Rate/Coupon: 3.00%
Matures: 05/15/2040",Municipal Security,Purchase,15001.0,--,Unknown
2445, Gary C Peters,7/3/2019,Self,--,"VERIZON COMM INC 03.700% 081529 DTD081717
Rate/Coupon: 03.700%
Matures: 08/15/2029",Corporate Bond,Purchase,1001.0,--,Unknown
2446, Gary C Peters,7/29/2019,Self,--,"BROOKHAVEN GA DEV AUTH REV BDS CHILDRENS HLTHCARE OF ATLANTA 2019 A
Rate/Coupon: 3.00%
Matures: 07/01/2046",Municipal Security,Purchase,1001.0,--,Unknown
2447, Gary C Peters,8/21/2019,Self,--,"COOK CNTY ILL SCH DIST NO 157 GO REF BDS 2019
Rate/Coupon: 2.875%
Matures: 05/01/2039",Municipal Security,Purchase,1001.0,--,Unknown
4022, David A Perdue Jr,4/23/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),1001.0,--,Industrials
2449, Gary C Peters,3/22/2016,Self,--,"OAKLAND MICH SCHS INTER SCH DIST
Rate/Coupon: 3.125%
Matures: 05/01/2034",Municipal Security,Purchase,1001.0,--,Unknown
2450, Gary C Peters,3/22/2016,Self,--,"PARCHMENT MICH SCH DIST RFDG-SER A MICHIGAN SCHOOL BOND LOAN FUND (Q-SBLF)
Rate/Coupon: 3.25%
Matures: 05/01/2034",Municipal Security,Purchase,1001.0,--,Unknown
2451, Gary C Peters,4/6/2016,Self,--,"GRAND VALLEY MICH ST UNIV REV RFDG-SER A
Rate/Coupon: 3.00%
Matures: 12/01/2031",Municipal Security,Purchase,1001.0,--,Unknown
4023, David A Perdue Jr,4/24/2019,Joint,LYV,"Live Nation Entertainment, Inc.",Stock,Sale (Partial),15001.0,--,Communication Services
4024, David A Perdue Jr,4/25/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,1001.0,--,Industrials
4025, David A Perdue Jr,4/25/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,1001.0,--,Industrials
4026, David A Perdue Jr,4/26/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,1001.0,--,Industrials
4027, David A Perdue Jr,4/26/2019,Joint,FDX,FedEx Corporation,Stock,Purchase,1001.0,--,Industrials
4028, David A Perdue Jr,4/29/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),1001.0,--,Industrials
4029, David A Perdue Jr,4/30/2019,Joint,GLW,Corning Incorporated,Stock,Purchase,1001.0,--,Technology
4030, David A Perdue Jr,4/30/2019,Joint,ENTG,"Entegris, Inc.",Stock,Sale (Partial),1001.0,--,Technology
4031, David A Perdue Jr,4/30/2019,Joint,BWXT,"BWX Technologies, Inc.",Stock,Sale (Partial),1001.0,--,Industrials
4032, David A Perdue Jr,4/4/2017,Joint,CVX,Chevron Corporation,Stock,Purchase,15001.0,--,Energy
4033, David A Perdue Jr,4/11/2017,Joint,MOS,The Mosaic Company,Stock,Purchase,1001.0,--,Basic Materials
4034, David A Perdue Jr,4/11/2017,Joint,MOS,The Mosaic Company,Stock,Purchase,1001.0,--,Basic Materials
4036, David A Perdue Jr,4/12/2017,Joint,MOS,The Mosaic Company,Stock,Purchase,1001.0,--,Basic Materials
4037, David A Perdue Jr,4/24/2017,Joint,WFM,"Whole Foods Market, Inc.",Stock,Sale (Partial),1001.0,--,Unknown
4038, David A Perdue Jr,4/24/2017,Joint,BCR,"C. R. Bard, Inc.",Stock,Sale (Partial),1001.0,--,Unknown
4039, David A Perdue Jr,4/24/2017,Joint,FOX,"Twenty-First Century Fox, Inc.",Stock,Purchase,1001.0,--,Communication Services
4040, David A Perdue Jr,4/26/2017,Joint,BAX,Baxter International Inc.,Stock,Sale (Partial),1001.0,--,Healthcare
4041, David A Perdue Jr,4/27/2017,Joint,VSM,"Versum Materials, Inc.",Stock,Purchase,1001.0,--,Unknown
4042, David A Perdue Jr,4/27/2017,Joint,WLK,Westlake Chemical Corporation,Stock,Sale (Partial),1001.0,--,Basic Materials
4043, David A Perdue Jr,4/28/2017,Joint,GM,General Motors Company,Stock,Purchase,1001.0,--,Consumer Cyclical
4044, David A Perdue Jr,5/2/2017,Joint,MOS,The Mosaic Company,Stock,Purchase,1001.0,--,Basic Materials
4045, David A Perdue Jr,9/8/2015,Joint,BAX,Baxter International (BAX),Stock,Purchase,1001.0,--,Healthcare
4046, David A Perdue Jr,9/11/2015,Joint,BAX,Baxter International (BAX),Stock,Purchase,1001.0,--,Healthcare
4047, David A Perdue Jr,9/15/2015,Joint,VIT,CIT GROUP CMN (CIT),Stock,Sale (Partial),1001.0,--,Unknown
4048, David A Perdue Jr,9/15/2015,Joint,AAN,AARON RENTS INC (AAN),Stock,Sale (Partial),1001.0,--,Industrials
4049, David A Perdue Jr,9/16/2015,Joint,AAN,AARON RENTS INC (AAN),Stock,Sale (Partial),1001.0,--,Industrials
4050, David A Perdue Jr,9/16/2015,Joint,--,Energy Transfer Equity CMN,Stock,Sale (Partial),1001.0,--,Unknown
4051, David A Perdue Jr,9/16/2015,Joint,NGLS,Targa Resources Partners (NGLS),Stock,Sale (Partial),1001.0,--,Unknown
4052, David A Perdue Jr,9/16/2015,Joint,SXL,Sunoco Logistics Partners (SXL),Stock,Sale (Partial),1001.0,--,Unknown
4053, David A Perdue Jr,9/17/2015,Joint,NGLS,Targa Resources Partners (NGLS),Stock,Sale (Partial),1001.0,--,Unknown
4054, David A Perdue Jr,9/17/2015,Joint,SXL,Sunoco Logistics Partners (SXL),Stock,Sale (Partial),1001.0,--,Unknown
4055, David A Perdue Jr,9/17/2015,Joint,ETE,Energy Transfer Partners (ETE),Stock,Sale (Partial),1001.0,--,Unknown
4056, David A Perdue Jr,9/18/2015,Joint,AAN,Aaron Rents INC (AAN),Stock,Sale (Partial),1001.0,--,Industrials
4057, David A Perdue Jr,9/18/2015,Joint,CBS,CBS Corp CMN Class B (CBS),Stock,Purchase,1001.0,--,Unknown
4058, David A Perdue Jr,9/18/2015,Joint,PRU,Prudential Financial INC (PRU),Stock,Purchase,15001.0,--,Financial Services
4059, David A Perdue Jr,9/18/2015,Joint,XOM,Exxon Mobil Corp (XOM),Stock,Purchase,15001.0,--,Energy
4060, David A Perdue Jr,9/18/2015,Joint,KMI,Kinder Morgan INC CMN Class P (KMI),Stock,Purchase,15001.0,--,Energy
4061, David A Perdue Jr,9/18/2015,Joint,HCA,HCA Holdings Inc (HCA),Stock,Purchase,15001.0,--,Healthcare
4062, David A Perdue Jr,9/18/2015,Joint,JPM,JPMorgan Chase (JPM),Stock,Purchase,15001.0,--,Financial Services
4063, David A Perdue Jr,9/18/2015,Joint,CSCO,Cisco Systems Inc (CSCO),Stock,Purchase,15001.0,--,Technology
4064, David A Perdue Jr,9/18/2015,Joint,BMY,Bristol-Myers Squibb (BMY),Stock,Purchase,15001.0,--,Healthcare
4065, David A Perdue Jr,9/18/2015,Joint,AAPL,"Apple, Inc (AAPL)",Stock,Purchase,15001.0,--,Technology
4066, David A Perdue Jr,9/18/2015,Joint,GE,General Electric (GE),Stock,Purchase,15001.0,--,Industrials
4067, David A Perdue Jr,9/18/2015,Joint,KHC,The Kraft Heinz Co (KHC),Stock,Purchase,15001.0,--,Consumer Defensive
4068, David A Perdue Jr,9/18/2015,Joint,ETE,Energy Transfer Equity (ETE),Stock,Sale (Partial),1001.0,--,Unknown
4069, David A Perdue Jr,9/18/2015,Joint,SXL,Sunoco Logistics Partners (SXL),Stock,Sale (Partial),1001.0,--,Unknown
2498, David A Perdue Jr,2/13/2019,Joint,--,"METROPOLITAN ATLANTA RAPID REV
Rate/Coupon: 4.0%
Matures: 07/01/24",Municipal Security,Purchase,250001.0,--,Unknown
2499, David A Perdue Jr,2/13/2019,Joint,--,"FORSYTH CNTY GA WTR & SEW AUTH REV
Rate/Coupon: 4.0%
Matures: 04/01/23",Municipal Security,Purchase,250001.0,--,Unknown
2500, David A Perdue Jr,2/15/2019,Joint,--,"FLORIDA ST GO
Rate/Coupon: 5.0%
Matures: 07/01/26",Municipal Security,Purchase,250001.0,--,Unknown
4070, David A Perdue Jr,9/18/2015,Joint,NGLS,Targa Resources Partners (NGLS),Stock,Sale (Partial),1001.0,--,Unknown
4071, David A Perdue Jr,9/21/2015,Joint,AAN,Aaron Rents Inc CMN (AAN),Stock,Sale (Partial),1001.0,--,Industrials
4072, David A Perdue Jr,9/21/2015,Joint,GLW,Corning Inc (GLW),Stock,Purchase,1001.0,--,Technology
4073, David A Perdue Jr,9/21/2015,Joint,FOXA,Twenty-First Century Fox Inc (FOXA),Stock,Purchase,15001.0,--,Communication Services
4074, David A Perdue Jr,9/21/2015,Joint,ETE,Energy Transfer Equity (ETE),Stock,Sale (Partial),1001.0,--,Unknown
4075, David A Perdue Jr,9/21/2015,Joint,NGLS,Targa Resources Partners (NGLS),Stock,Sale (Partial),1001.0,--,Unknown
4076, David A Perdue Jr,9/22/2015,Joint,CVC,Cablevision Systems Corp (CVC),Stock,Sale (Partial),1001.0,--,Unknown
4077, David A Perdue Jr,9/22/2015,Joint,GLW,Corning Inc (GLW),Stock,Purchase,1001.0,--,Technology
4078, David A Perdue Jr,9/22/2015,Joint,BAX,Baxter International (BAX),Stock,Purchase,1001.0,--,Healthcare
4079, David A Perdue Jr,9/22/2015,Joint,NGLS,Targa Resources Partners (NGLS),Stock,Sale (Partial),1001.0,--,Unknown
4080, David A Perdue Jr,9/22/2015,Joint,ETE,Energy Transfer Equity (ETE),Stock,Sale (Partial),1001.0,--,Unknown
4081, David A Perdue Jr,9/23/2015,Joint,ETE,Energy Transfer Equity (ETE),Stock,Sale (Partial),1001.0,--,Unknown
4082, David A Perdue Jr,9/24/2015,Joint,CIT,CIT Group Inc (CIT),Stock,Sale (Partial),1001.0,--,Unknown
4083, David A Perdue Jr,9/24/2015,Joint,MOS,The Mosaic Company (MOS),Stock,Purchase,15001.0,--,Basic Materials
